Time_UTC,Time_Local_Peru,FECHA,YEAR,DOY,Hour,BY_GSE_nT,BZ_GSE_nT,SW_Plasma_Speed_kms,Flow_Pressure_nPa,E_Electric_Field_mVm,Kp_Index,Dst_Index_nT,F10.7_Index
2015-01-01 00:00:00,2014-12-31 19:00:00,2014-12-31,2015,1,0,-2.5,1.8,568.0,1.81,-0.62,23,-18,132.9
2015-01-01 01:00:00,2014-12-31 20:00:00,2014-12-31,2015,1,1,-1.4,0.6,585.0,1.83,-0.18,23,-18,132.9
2015-01-01 02:00:00,2014-12-31 21:00:00,2014-12-31,2015,1,2,-2.3,-0.3,579.0,1.6,0.41,23,-20,132.9
2015-01-01 03:00:00,2014-12-31 22:00:00,2014-12-31,2015,1,3,-2.2,0.8,560.0,1.69,-0.28,10,-20,132.9
2015-01-01 04:00:00,2014-12-31 23:00:00,2014-12-31,2015,1,4,-0.7,0.0,554.0,1.74,0.06,10,-19,132.9
2015-01-01 05:00:00,2015-01-01 00:00:00,2015-01-01,2015,1,5,-1.6,0.1,566.0,1.76,-0.0,10,-20,132.9
2015-01-01 06:00:00,2015-01-01 01:00:00,2015-01-01,2015,1,6,-1.7,-0.2,560.0,1.87,0.11,10,-19,132.9
2015-01-01 07:00:00,2015-01-01 02:00:00,2015-01-01,2015,1,7,-1.5,-0.6,556.0,1.85,0.28,10,-16,132.9
2015-01-01 08:00:00,2015-01-01 03:00:00,2015-01-01,2015,1,8,-1.4,-1.4,531.0,1.5,0.69,10,-15,132.9
2015-01-01 09:00:00,2015-01-01 04:00:00,2015-01-01,2015,1,9,-2.0,-0.7,518.0,1.48,0.26,10,-13,132.9
2015-01-01 10:00:00,2015-01-01 05:00:00,2015-01-01,2015,1,10,-0.4,0.4,502.0,1.28,-0.2,10,-11,132.9
2015-01-01 11:00:00,2015-01-01 06:00:00,2015-01-01,2015,1,11,-0.3,-0.4,480.0,0.99,0.19,10,-9,132.9
2015-01-01 12:00:00,2015-01-01 07:00:00,2015-01-01,2015,1,12,0.1,-0.4,481.0,0.8,0.19,13,-4,132.9
2015-01-01 13:00:00,2015-01-01 08:00:00,2015-01-01,2015,1,13,-0.8,0.3,462.0,1.56,-0.14,13,0,132.9
2015-01-01 14:00:00,2015-01-01 09:00:00,2015-01-01,2015,1,14,-0.3,-0.0,464.0,1.9,-0.0,13,2,132.9
2015-01-01 15:00:00,2015-01-01 10:00:00,2015-01-01,2015,1,15,-1.5,-0.6,454.0,1.34,0.27,13,1,132.9
2015-01-01 16:00:00,2015-01-01 11:00:00,2015-01-01,2015,1,16,-1.7,-0.3,455.0,1.43,0.18,13,-2,132.9
2015-01-01 17:00:00,2015-01-01 12:00:00,2015-01-01,2015,1,17,-2.0,-0.6,451.0,1.4,0.36,13,-3,132.9
2015-01-01 18:00:00,2015-01-01 13:00:00,2015-01-01,2015,1,18,-2.0,-1.0,446.0,1.6,0.58,17,-4,132.9
