FECHA,Δh1,Mh1,Mv1,Delta_foF2_1,slope_foF2_1,foF2_max_SW1,foF2_min_SW1,foF2_drop_SW1,num_muestras_foF2_SW1,delta_inicio_SW1_min,delta_fin_SW1_min,extremos_validos_SW1,tiempo_real_SW1_min,Δh2,Mh2,Mv2,Delta_foF2_2,slope_foF2_2,foF2_max_SW2,foF2_min_SW2,foF2_drop_SW2,num_muestras_foF2_SW2,delta_inicio_SW2_min,delta_fin_SW2_min,extremos_validos_SW2,tiempo_real_SW2_min,F_DENSITY
2016-02-29,,,,,,,,,0,,,False,,,352.6,,,,9.3,,,1,60.0,0.0,False,,9.3
2016-03-01,48.39999999999998,426.5,0.8066666666666663,-0.875,-0.014583333333333334,11.125,10.25,0.875,5,0.0,0.0,True,60.0,-125.19999999999999,460.4,-2.0866666666666664,-5.55,-0.0925,10.25,4.7,5.55,5,0.0,0.0,True,60.0,9.488888888888887
2016-03-02,2.1999999999999886,415.9,0.03666666666666648,-1.4000000000000004,-0.023333333333333338,10.0,8.6,1.4000000000000004,5,0.0,0.0,True,60.0,8.0,400.4,0.13333333333333333,-0.5999999999999996,-0.009999999999999993,8.6,8.0,0.5999999999999996,5,0.0,0.0,True,60.0,8.783333333333333
2016-03-03,57.099999999999966,391.9,0.9516666666666661,1.0999999999999996,0.018333333333333326,11.6,10.5,1.0999999999999996,3,0.0,0.0,True,60.0,-10.099999999999966,391.9,-0.16833333333333275,-1.4000000000000004,-0.023333333333333338,11.6,9.5,2.0999999999999996,5,0.0,0.0,True,60.0,10.671428571428573
2016-03-04,-5.699999999999989,353.8,-0.0949999999999998,-0.8000000000000007,-0.013333333333333345,10.3,9.4,0.9000000000000004,5,0.0,0.0,True,60.0,22.799999999999955,370.9,0.3799999999999992,-0.40000000000000036,-0.006666666666666672,9.5,9.0,0.5,5,0.0,0.0,True,60.0,9.433333333333334
2016-03-05,34.0,391.8,0.5666666666666667,0.3000000000000007,0.005000000000000012,11.5,10.6,0.9000000000000004,5,0.0,0.0,True,60.0,21.5,417.5,0.35833333333333334,-0.9000000000000004,-0.015000000000000006,11.5,9.5,2.0,5,0.0,0.0,True,60.0,10.905555555555555
2016-03-06,61.200000000000045,450.1,1.0200000000000007,-2.200000000000001,-0.03666666666666669,12.8,10.6,2.200000000000001,5,0.0,0.0,True,60.0,31.5,481.6,0.525,-1.1999999999999993,-0.019999999999999987,10.8,9.2,1.6000000000000014,5,0.0,0.0,True,60.0,10.922222222222224
2016-03-07,21.69999999999999,403.4,0.36166666666666647,-1.4499999999999993,-0.024166666666666656,10.85,9.3,1.549999999999999,5,0.0,0.0,True,60.0,34.10000000000002,437.5,0.5683333333333337,-1.0,-0.016666666666666666,9.4,8.4,1.0,5,0.0,0.0,True,60.0,9.416666666666666
2016-03-08,47.69999999999999,392.5,0.7949999999999998,-0.09999999999999964,-0.0016666666666666607,10.8,10.4,0.40000000000000036,5,0.0,0.0,True,60.0,12.399999999999977,404.9,0.20666666666666628,-1.1999999999999993,-0.019999999999999987,10.6,9.0,1.5999999999999996,5,0.0,0.0,True,60.0,10.011111111111113
2016-03-09,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,9.675
2016-03-10,-5.7000000000000455,339.6,-0.09500000000000076,-0.8500000000000014,-0.01416666666666669,10.05,9.2,0.8500000000000014,4,0.0,0.0,True,60.0,94.10000000000002,428.0,1.5683333333333338,0.0,0.0,9.3,8.6,0.7000000000000011,5,0.0,0.0,True,60.0,9.25625
2016-03-11,,,,,,,,,0,30.0,-15.0,False,,,,,,,,,,0,15.0,0.0,False,,9.983333333333333
2016-03-12,57.5,394.6,0.9583333333333334,-0.5999999999999996,-0.009999999999999993,11.6,7.2,4.3999999999999995,5,0.0,0.0,True,60.0,78.29999999999995,472.9,1.3049999999999993,-1.8000000000000007,-0.030000000000000013,11.0,7.8,3.2,5,0.0,0.0,True,60.0,9.7
2016-03-13,38.60000000000002,366.5,0.6433333333333338,-0.3000000000000007,-0.005000000000000012,9.6,9.2,0.40000000000000036,5,0.0,0.0,True,60.0,81.80000000000001,448.3,1.3633333333333335,-1.0,-0.016666666666666666,9.2,8.2,1.0,5,0.0,0.0,True,60.0,9.033333333333333
2016-03-14,-0.30000000000001137,368.0,-0.00461538461538479,0.5,0.007692307692307693,11.4,9.3,2.0999999999999996,9,-4.999999999999929,0.0,True,65.0,0.30000000000001137,364.8,0.005000000000000189,-0.40000000000000036,-0.006666666666666672,11.5,8.4,3.0999999999999996,12,0.0,0.0,True,60.0,10.442105263157893
2016-03-15,13.099999999999966,377.4,0.21833333333333277,-0.3000000000000007,-0.005000000000000012,11.4,8.8,2.5999999999999996,13,0.0,0.0,True,60.0,39.400000000000034,426.4,0.6566666666666673,-1.799999999999999,-0.02999999999999998,11.1,9.2,1.9000000000000004,12,0.0,0.0,True,60.0,10.604166666666666
2016-03-16,12.199999999999989,358.5,0.20333333333333314,-0.10000000000000142,-0.0016666666666666904,9.45,8.9,0.5499999999999989,13,0.0,0.0,True,60.0,38.69999999999999,423.6,0.6449999999999998,-0.7999999999999989,-0.013333333333333315,9.2,8.4,0.7999999999999989,13,0.0,0.0,True,60.0,9.028
2016-03-17,30.099999999999966,413.5,0.5016666666666662,-2.3499999999999996,-0.03916666666666666,11.35,7.2,4.1499999999999995,13,0.0,0.0,True,60.0,28.5,437.2,0.475,-1.7999999999999998,-0.029999999999999995,9.0,7.1,1.9000000000000004,12,0.0,0.0,True,60.0,8.704708333333333
