FECHA,Bz_mean_16_19,Bz_min_16_19,Bz_slope_16_19,E_mean_16_19,E_max_16_19,E_slope_16_19,SW_speed_mean_16_19,SW_speed_std_16_19,SW_speed_slope_16_19,Dst_mean_16_19,Dst_min_16_19,Pdyn_mean_16_19,Pdyn_max_16_19,BY_mean_16_19,Kp_last_6h_mean,Kp_last_6h_max,Kp_last_6h_sum,F10.7_Index,num_registros_16_19,num_registros_kp_13_18
2015-12-31,-14.1,-14.1,,6.48,6.48,,463.0,,,-116.0,-116,0.88,0.88,-1.5,,,,95.1,1,0
2016-01-01,1.4500000000000002,0.1,0.62,-0.195,-0.04,-0.044,438.25,4.716990566028302,-2.7,-35.75,-39,2.225,3.21,-3.625,18.5,20.0,111.0,95.1,4,6
2016-01-02,0.575,-0.3,-0.79,-0.3725,-0.0,0.31300000000000006,447.25,6.34428877022476,-4.7,-19.25,-21,2.5025000000000004,2.63,1.0,15.0,17.0,90.0,96.6,4,6
2016-01-03,-0.02500000000000001,-1.1,0.3100000000000001,-0.17,0.28,-0.14400000000000002,430.25,24.83780720326709,-16.7,-22.75,-25,1.1175000000000002,2.0,1.725,22.0,27.0,132.0,98.5,4,6
2016-01-04,0.775,0.4,-0.04999999999999999,-0.4625,-0.37,-0.03700000000000001,403.5,4.041451884327381,-2.8,-10.75,-12,1.8725,2.04,1.4500000000000002,12.0,17.0,72.0,92.2,4,6
2016-01-05,0.6750000000000003,-8.6,-5.25,-1.5125000000000002,3.28,2.571,484.0,14.329456840136451,10.0,6.5,4,4.22,5.56,9.2,21.5,23.0,129.0,92.1,4,6
2016-01-06,0.15000000000000002,-1.4,-0.33999999999999997,-0.46,0.28,0.20399999999999996,553.5,3.696845502136472,1.2,-20.5,-25,2.8875,3.01,2.3,28.0,33.0,168.0,96.9,4,6
2016-01-07,0.22499999999999998,-0.5,-0.009999999999999964,-0.52,-0.32,0.13599999999999998,546.5,10.754843869934453,-5.4,-16.5,-17,2.045,2.16,2.475,18.0,23.0,108.0,99.9,4,6
2016-01-08,-0.425,-1.5,-0.53,-0.1825,0.28,0.275,470.5,11.210114480533491,-3.2,-14.25,-18,1.7875,1.95,2.6,13.0,13.0,78.0,104.9,4,6
2016-01-09,-0.09999999999999987,-3.9,-2.12,-0.47250000000000003,1.77,1.205,451.25,9.105858919765158,-6.7,-1.5,-4,2.5575,2.93,3.5749999999999997,11.5,13.0,69.0,103.5,4,6
2016-01-10,-0.49999999999999994,-2.1,0.64,1.3877787807814457e-17,0.66,-0.238,440.5,3.872983346207417,2.8,-8.5,-12,2.6425,3.22,1.5,25.0,27.0,150.0,105.4,4,6
2016-01-11,-2.475,-3.2,0.35,2.4325,2.93,-0.4790000000000001,567.25,12.658988901172163,-7.9,-25.75,-33,2.0,2.23,-6.025,38.5,40.0,231.0,104.5,4,6
2016-01-12,0.475,-1.5,-0.97,0.25499999999999995,1.48,0.776,544.5,12.36931687685298,3.0,-19.5,-27,2.1525000000000003,2.47,-2.725,30.0,30.0,180.0,102.0,4,6
2016-01-13,-0.19999999999999998,-1.2,0.07999999999999999,0.13749999999999998,0.83,-0.040999999999999995,508.5,11.239810200058244,-7.0,-12.75,-14,1.2875,1.47,-0.25,20.0,30.0,120.0,100.7,4,6
2016-01-14,0.45,-0.3,0.12000000000000002,0.2375,0.64,-0.031,457.75,4.112987559751022,-0.7,-21.75,-25,1.1225,1.16,-2.75,22.0,27.0,132.0,99.9,4,6
2016-01-15,-0.30000000000000004,-1.3,0.76,0.23500000000000004,0.57,-0.28400000000000003,369.75,7.5,-1.5,-18.75,-19,0.725,0.83,-1.0,10.0,10.0,60.0,100.1,4,6
2016-01-16,4.275,3.8,0.16999999999999993,-0.845,-0.64,-0.07,337.75,1.707825127659933,0.5,-4.5,-6,0.9649999999999999,1.16,-4.2,3.0,3.0,18.0,96.7,4,6
2016-01-17,1.125,-0.6,-0.75,-0.31,0.06,0.186,318.75,1.707825127659933,-0.9,-9.25,-11,1.265,1.3,-0.24999999999999997,5.0,7.0,30.0,97.4,4,6
2016-01-18,-3.7,-6.5,-2.2,0.9299999999999999,3.25,1.246,336.5,25.748786379167466,18.0,2.75,-4,2.535,4.2,2.4,18.5,30.0,111.0,96.7,4,6
2016-01-19,5.1499999999999995,4.8,-0.31999999999999995,-2.89,-2.69,0.15799999999999997,352.25,3.947573094109004,-2.9,3.5,0,3.0949999999999998,3.33,9.225,6.5,10.0,39.0,94.4,4,6
2016-01-20,0.65,-2.9,2.2399999999999998,1.04,2.18,-0.6579999999999999,356.0,5.354126134736337,0.8,-80.25,-94,6.444999999999999,6.97,-9.3,45.0,47.0,270.0,97.2,4,6
2016-01-21,-0.55,-2.7,-0.43999999999999984,0.6725,2.02,0.33899999999999997,522.25,10.436314802968846,4.1,-40.25,-43,3.3474999999999997,3.54,-1.95,43.5,47.0,261.0,100.7,4,6
2016-01-22,1.925,1.5,0.16999999999999998,-0.235,0.05,-0.182,502.0,11.916375287812984,-8.4,-28.5,-30,1.825,1.91,-3.3000000000000003,25.0,27.0,150.0,97.3,4,6
2016-01-23,-0.925,-1.5,-0.41000000000000003,0.7025,0.94,0.209,446.0,1.4142135623730951,-0.6,-22.75,-29,1.645,2.05,-1.8499999999999999,15.0,17.0,90.0,95.8,4,6
2016-01-24,2.55,1.5,0.33999999999999997,-0.9700000000000001,-0.66,0.054000000000000006,478.0,8.602325267042627,-6.6,-10.25,-16,4.105,7.36,-0.7749999999999999,25.0,40.0,150.0,100.6,4,6
2016-01-25,1.4,1.2,-0.06000000000000003,-0.5475000000000001,-0.51,0.011,390.5,3.872983346207417,-3.0,-14.75,-15,1.1099999999999999,1.18,0.22500000000000003,0.0,0.0,0.0,104.3,4,6
2016-01-26,1.2750000000000001,0.8,-0.45,-0.037500000000000006,0.15,0.17099999999999999,365.25,4.349329450233296,-3.1,-1.25,-3,1.5925000000000002,1.98,-2.6,13.5,17.0,81.0,111.3,4,6
2016-01-27,-1.525,-3.0,0.7299999999999999,-0.11499999999999999,0.46,-0.256,352.0,8.12403840463596,-5.4,-5.5,-7,1.27,1.39,4.225,1.5,3.0,9.0,109.3,4,6
2016-01-28,-1.45,-2.6,0.5399999999999999,-0.0925,0.39,-0.193,327.75,6.238322424070967,-2.3,-14.75,-19,0.8775,1.04,3.85,7.0,7.0,42.0,106.6,4,6
2016-01-29,-1.0,-1.5,0.21999999999999997,0.03,0.2,0.016000000000000007,291.5,2.6457513110645907,-2.0,-9.0,-11,1.2475,1.37,1.875,5.0,7.0,30.0,103.7,4,6
2016-01-30,-3.575,-5.0,-0.5700000000000001,0.4525,0.78,0.10700000000000001,279.5,1.2909944487358056,-0.8,0.5,-3,2.4325,2.71,3.7,3.5,7.0,21.0,102.0,4,6
2016-01-31,-7.175000000000001,-9.1,-0.38999999999999985,1.8525,2.36,-0.09099999999999997,309.25,3.774917217635375,0.5,-44.25,-46,2.3925,2.9,1.0999999999999999,27.0,37.0,162.0,98.3,4,6
2016-02-01,-0.875,-1.7,-0.51,-0.1975,0.11,0.19899999999999998,272.75,1.5,1.1,-11.0,-14,2.395,2.5,3.475,0.0,0.0,0.0,97.3,4,6
2016-02-02,-5.475,-7.9,-2.6900000000000004,2.2,2.83,0.6100000000000001,347.0,12.832251036613439,9.4,-24.5,-41,2.6799999999999997,4.52,-3.175,23.5,27.0,141.0,99.1,4,6
2016-02-03,3.0749999999999997,2.0,-0.93,-2.3249999999999997,-2.03,0.14000000000000004,397.0,5.354126134736337,1.0,-13.75,-19,1.895,2.2,6.925,5.0,7.0,30.0,108.9,4,6
2016-02-04,0.25,-2.3,-0.82,-1.3125,0.33,0.629,419.75,11.729592206608606,-6.1,2.0,-3,2.705,2.85,6.3,10.0,13.0,60.0,119.8,4,6
2016-02-05,-0.37499999999999994,-2.6,1.4899999999999998,-0.32749999999999996,0.75,-0.667,468.5,1.7320508075688772,-0.6,-11.0,-18,1.9024999999999999,1.97,2.25,21.5,23.0,129.0,116.3,4,6
2016-02-06,-3.05,-3.6,-0.05999999999999996,0.865,1.39,0.21199999999999997,419.25,7.7190241179396075,-4.7,-4.0,-7,2.235,2.51,1.3749999999999998,20.0,23.0,120.0,113.9,4,6
2016-02-07,-5.55,-7.0,-1.04,1.95,2.59,0.43599999999999994,388.0,8.86942313043338,6.8,-25.0,-30,2.63,4.11,-0.15,20.0,20.0,120.0,113.9,4,6
2016-02-08,3.675,1.6,0.97,-0.7325,-0.15,-0.185,366.5,5.0,1.4,-16.0,-19,1.6,1.94,-2.7,6.5,10.0,39.0,112.1,4,6
2016-02-09,0.325,-0.5,0.32999999999999996,0.775,1.36,-0.266,386.5,9.983319421247959,-5.0,-14.0,-15,2.5999999999999996,2.8,-4.825,20.0,27.0,120.0,114.1,4,6
2016-02-10,-2.375,-3.5,-0.55,0.9225000000000001,1.01,0.06899999999999998,348.25,8.05708797684788,-4.9,-22.75,-25,0.725,1.46,-1.2,8.5,10.0,51.0,109.2,4,6
2016-02-11,-4.125,-6.6,1.7099999999999997,2.8600000000000003,3.31,-0.2759999999999999,347.25,7.41057802513857,3.7,-35.75,-45,1.605,1.84,-9.649999999999999,25.0,33.0,150.0,109.8,4,6
2016-02-12,14.649999999999999,13.9,0.45999999999999963,-4.3475,-3.39,0.6889999999999998,353.75,2.362907813126304,1.7,10.25,9,6.97,7.91,-1.0749999999999997,20.0,20.0,120.0,109.3,4,6
2016-02-13,0.6000000000000001,-1.0,-0.24,-1.065,-0.44,0.154,407.5,6.3508529610858835,-4.2,-10.25,-11,1.9700000000000002,2.11,4.324999999999999,7.0,7.0,42.0,107.5,4,6
2016-02-14,-1.5,-2.4,-0.23999999999999994,-0.46,-0.12,0.09999999999999996,388.0,11.16542281629615,-4.0,-12.75,-16,2.3625,2.5,5.05,13.5,17.0,81.0,105.4,4,6
2016-02-15,-6.324999999999999,-7.1,0.20999999999999988,2.02,2.91,0.302,418.75,7.88986691902975,-2.3,-20.5,-33,4.125,4.27,1.3249999999999997,26.5,43.0,159.0,104.7,4,6
2016-02-16,0.5750000000000001,-0.9,-0.45,0.745,2.16,0.332,620.75,21.108844907605278,-14.9,-51.5,-54,4.57,5.02,-3.5,50.0,53.0,300.0,101.5,4,6
