FECHA,Δh1,Mh1,Mv1,Delta_foF2_1,slope_foF2_1,foF2_max_SW1,foF2_min_SW1,foF2_drop_SW1,num_muestras_foF2_SW1,delta_inicio_SW1_min,delta_fin_SW1_min,extremos_validos_SW1,tiempo_real_SW1_min,Δh2,Mh2,Mv2,Delta_foF2_2,slope_foF2_2,foF2_max_SW2,foF2_min_SW2,foF2_drop_SW2,num_muestras_foF2_SW2,delta_inicio_SW2_min,delta_fin_SW2_min,extremos_validos_SW2,tiempo_real_SW2_min,F_DENSITY,Bz_mean_16_19,Bz_min_16_19,Bz_slope_16_19,E_mean_16_19,E_max_16_19,E_slope_16_19,SW_speed_mean_16_19,SW_speed_std_16_19,SW_speed_slope_16_19,Dst_mean_16_19,Dst_min_16_19,Pdyn_mean_16_19,Pdyn_max_16_19,BY_mean_16_19,Kp_last_6h_mean,Kp_last_6h_max,Kp_last_6h_sum,F10.7_Index,num_registros_16_19,num_registros_kp_13_18
2015-01-06,,,,,,,,,0,45.0,-4.999999999999929,False,,48.5,431.5,0.7461538461538462,-0.6999999999999993,-0.0107692307692307,12.2,11.2,1.0,9,-4.999999999999929,0.0,True,65.0,11.827272727272726,10.0,8.8,-0.6399999999999997,-4.4225,-3.54,0.5469999999999999,465.5,13.527749258468685,-10.0,-21.25,-27,2.09,2.55,-0.275,18.5,27.0,111.0,137.2,4,6
2015-01-07,,,,,,,,,0,0.0,-25.00000000000007,False,,,,,,,,,,0,60.0,0.0,False,,11.477777777777778,-0.8500000000000001,-2.7,-1.5000000000000002,0.2875,1.65,0.283,470.25,10.21028892833107,3.1,-48.25,-54,6.065,9.86,0.6749999999999998,26.5,33.0,159.0,142.4,4,6
2015-01-08,22.400000000000038,355.1,0.3733333333333339,-0.3000000000000007,-0.005,12.8,12.1,0.7000000000000011,9,0.0,0.0,True,60.0,74.0,445.9,1.2333333333333334,-1.0,-0.0166666666666666,12.1,11.1,1.0,7,0.0,0.0,True,60.0,12.066666666666665,-0.8249999999999997,-2.8,1.5299999999999998,0.3424999999999999,1.4,-0.657,483.75,4.7871355387816905,-2.9,-39.0,-42,1.885,1.91,0.3,22.0,27.0,132.0,152.0,4,6
2015-01-09,-2.400000000000034,408.3,-0.0436363636363642,0.0,0.0,11.6,11.0,0.5999999999999996,12,0.0,-4.999999999999929,True,55.0,52.30000000000001,457.5,0.8046153846153848,-0.3000000000000007,-0.0046153846153846,11.5,10.9,0.5999999999999996,9,-4.999999999999929,0.0,True,65.0,11.41,-2.225,-3.6,-0.8300000000000001,0.51,1.19,0.394,410.0,2.943920288775949,-2.0,-27.5,-32,1.205,1.33,2.825,15.0,20.0,90.0,146.2,4,6
2015-01-10,4.599999999999966,372.4,0.076666666666666,-0.4000000000000003,-0.0066666666666666,12.4,11.9,0.5,5,0.0,0.0,True,60.0,63.10000000000002,435.5,1.051666666666667,-0.8000000000000007,-0.0133333333333333,11.9,11.1,0.8000000000000007,4,0.0,0.0,True,60.0,11.915625,0.1499999999999999,-3.4,-2.36,-0.7225,0.59,0.849,475.5,22.47220505424423,16.2,-17.25,-20,1.345,1.46,4.6,8.5,10.0,51.0,146.9,4,6
2015-01-11,0.3000000000000113,405.8,0.0050000000000001,0.25,0.0041666666666666,8.95,8.6,0.3499999999999996,5,0.0,0.0,True,60.0,24.80000000000001,419.6,0.4133333333333335,0.25,0.0041666666666666,9.1,8.85,0.25,4,0.0,0.0,True,60.0,8.8875,0.525,-0.6,0.39,-0.7224999999999999,-0.21,-0.1989999999999999,422.75,5.377421934967226,0.3,-27.5,-29,0.8225,0.92,3.7,23.5,27.0,141.0,148.6,4,6
2015-01-12,6.399999999999977,423.2,0.1066666666666662,0.4000000000000003,0.0066666666666666,10.6,10.2,0.4000000000000003,5,0.0,0.0,True,60.0,-16.5,429.2,-0.275,-1.0,-0.0166666666666666,10.6,9.5,1.0999999999999996,5,0.0,0.0,True,60.0,10.2,0.425,-2.3,0.6099999999999999,-0.5900000000000001,0.78,-0.392,419.0,16.268579122549905,-0.4,-22.25,-25,1.7875,2.03,2.8,21.5,23.0,129.0,153.4,4,6
2015-01-13,-13.800000000000011,411.8,-0.2300000000000001,0.4000000000000003,0.0066666666666666,9.9,9.5,0.4000000000000003,4,0.0,0.0,True,60.0,12.399999999999975,402.7,0.2066666666666662,-0.5999999999999996,-0.0099999999999999,9.9,9.3,0.5999999999999996,5,0.0,0.0,True,60.0,9.6125,-0.4499999999999999,-2.0,0.22,-0.3125,0.41,-0.149,407.5,4.795831523312719,0.8,-24.0,-26,1.5825,1.68,3.5250000000000004,20.0,20.0,120.0,999.9,4,6
2015-01-14,,,,,,,,,0,40.00000000000007,0.0,False,,-11.5,410.9,-0.1916666666666666,0.1000000000000014,0.0016666666666666,9.5,9.2,0.3000000000000007,4,0.0,0.0,True,60.0,9.079999999999998,2.2,0.2,1.2,-1.52,-0.91,-0.348,399.75,3.2015621187164243,1.9,-14.0,-16,1.7574999999999998,1.82,5.025,13.5,17.0,81.0,137.2,4,6
2015-01-15,-57.60000000000002,420.8,-0.9600000000000004,-0.9000000000000004,-0.015,9.5,8.6,0.9000000000000004,5,0.0,0.0,True,60.0,53.400000000000034,416.6,0.8900000000000006,0.5,0.0083333333333333,9.3,8.6,0.7000000000000011,5,0.0,0.0,True,60.0,9.133333333333333,3.2250000000000005,1.3,-0.6100000000000001,-2.065,-1.61,0.086,395.25,7.41057802513857,4.7,-11.75,-13,1.525,2.21,6.300000000000001,3.0,3.0,18.0,127.1,4,6
