# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2025-11-28T08:05:02.927Z
#
# Location: GEO -12.0N 283.2E, URSI-Code JI91J JICAMARCA
# Instrument: Ionosonde, Model: DPS-4
#
# Query for measurement intervals of time:
# 2015-03-01T00:00:00.000Z - 2015-03-31T23:59:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# hF [km] - Minimum virtual height of F trace
# hmF2 [km] - Peak height F2-layer
# B0 [km] - IRI thickness parameter
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of JI91J data provider
#
#Time                     CS   foF2 QD     hF QD   hmF2 QD    B0 QD
2015-03-01T18:00:00.000Z  50 11.700 //  321.0 //  311.8 // 107.6 //
2015-03-01T18:15:00.000Z  70 11.600 //  306.0 //  311.5 // 103.6 //
2015-03-01T18:30:00.000Z  70 12.000 //  305.0 //  315.3 // 105.4 //
2015-03-01T18:45:00.000Z  70 11.900 //  315.0 //  311.6 // 106.8 //
2015-03-01T19:00:00.000Z  50 12.200 //  328.0 //  318.4 // 106.7 //
2015-03-01T19:15:00.000Z  50 12.000 //  317.5 //  327.8 // 101.1 //
2015-03-01T19:30:00.000Z  70 12.200 //  300.0 //  335.6 //  98.3 //
2015-03-01T19:45:00.000Z  70 12.800 //  305.0 //  343.4 // 108.4 //
2015-03-01T20:00:00.000Z  70 12.400 //  275.0 //  353.7 // 105.3 //
2015-03-01T20:15:00.000Z  70 12.600 //  308.0 //  350.3 // 110.7 //
2015-03-01T20:30:00.000Z  70 12.600 //  302.5 //  357.5 // 106.4 //
2015-03-01T20:45:00.000Z  70 12.700 //  222.0 //  375.6 // 114.9 //
2015-03-01T21:00:00.000Z  70  8.900 //  220.0 //  288.9 // 115.5 //
2015-03-01T21:15:00.000Z  50 11.600 //  320.0 //  353.8 // 125.4 //
2015-03-01T21:30:00.000Z  50 12.900 //  315.0 //  395.1 // 128.5 //
2015-03-01T21:45:00.000Z  50 12.900 //  325.0 //  408.0 // 136.7 //
2015-03-01T22:00:00.000Z  70 12.800 //  263.0 //  419.4 // 151.1 //
2015-03-01T22:15:00.000Z  70 12.500 //  253.0 //  431.2 // 163.6 //
2015-03-01T22:30:00.000Z  50  9.300 //  273.0 //  330.1 // 120.7 //
2015-03-01T22:45:00.000Z  50 11.000 //  262.0 //  409.8 // 166.6 //
2015-03-01T23:00:00.000Z  70 11.200 //  255.0 //  435.9 // 186.1 //
2015-03-01T23:15:00.000Z 100 10.400 //  251.0 //  404.6 // 163.1 //
2015-03-01T23:30:00.000Z 100  9.300 //  262.0 //  362.0 // 121.0 //
2015-03-01T23:45:00.000Z  70  9.400 //  266.0 //  374.7 // 116.6 //
2015-03-02T00:00:00.000Z 100  9.000 //  290.0 //  377.0 //  96.3 //
2015-03-02T00:15:00.000Z 100  9.200 //  307.0 //  413.1 // 107.7 //
2015-03-02T00:30:00.000Z 100  9.400 //  326.0 //  463.5 // 144.1 //
2015-03-02T00:45:00.000Z 100  8.900 //  331.0 //  472.5 // 140.4 //
2015-03-02T01:00:00.000Z 100  8.500 //  362.0 //  502.7 // 155.5 //
2015-03-02T01:15:00.000Z 100 10.400 //  396.0 //  451.4 //  59.2 //
2015-03-02T01:45:00.000Z 100  8.300 //  451.0 //  495.5 //  68.2 //
2015-03-02T02:00:00.000Z 100 10.400 //  396.0 //  459.3 //  89.0 //
2015-03-02T02:30:00.000Z 100  7.200 //  391.0 //  406.0 //  32.3 //
2015-03-02T02:45:00.000Z 100  8.700 //  392.0 //  467.2 // 101.4 //
2015-03-02T03:00:00.000Z 100  9.300 //  320.0 //  351.5 //  38.5 //
2015-03-02T03:15:00.000Z 100  9.400 //  315.0 //  394.4 //  80.2 //
2015-03-02T03:30:00.000Z 100  9.400 //  366.0 //  439.1 //  81.7 //
2015-03-02T03:45:00.000Z 100  9.300 //  291.0 //  421.2 // 124.5 //
2015-03-02T04:00:00.000Z 100  9.300 //  260.0 //  385.8 // 108.5 //
2015-03-02T04:15:00.000Z 100  9.900 //  270.0 //  366.0 //  83.2 //
2015-03-02T04:30:00.000Z 100 10.300 //  285.0 //  370.7 //  78.5 //
2015-03-02T04:45:00.000Z 100 10.200 //  250.0 //  332.4 //  74.2 //
2015-03-02T05:00:00.000Z 100  9.500 //  220.0 //  329.9 //  98.5 //
2015-03-02T05:15:00.000Z 100  9.500 //  225.0 //  328.1 //  84.1 //
2015-03-02T05:30:00.000Z 100  8.400 //  240.0 //  281.1 //  36.4 //
2015-03-02T05:45:00.000Z 100  8.800 //  230.0 //  280.1 //  41.9 //
2015-03-02T06:00:00.000Z 100  8.300 //  230.0 //  302.9 //  79.4 //
2015-03-02T06:15:00.000Z 100  8.300 //  225.0 //  295.6 //  77.7 //
2015-03-02T06:30:00.000Z 100  6.900 //  215.0 //  250.0 //  40.6 //
2015-03-02T06:45:00.000Z 100  7.200 //  205.0 //  238.3 //  31.3 //
2015-03-02T07:15:00.000Z 100  6.100 //  200.0 //  216.3 //  19.5 //
2015-03-02T07:30:00.000Z   0  5.600 //  201.0 //    --- __   --- __
2015-03-02T08:00:00.000Z 100  4.500 //  206.0 //  234.3 //  46.6 //
2015-03-02T08:45:00.000Z   0  3.100 //  215.0 //    --- __   --- __
2015-03-02T10:30:00.000Z 100  4.700 //  311.0 //  352.5 //  62.7 //
2015-03-02T10:45:00.000Z 100  5.300 //  311.0 //  374.0 // 115.0 //
2015-03-02T11:00:00.000Z  70  5.800 //  295.0 //  309.3 //  51.5 //
2015-03-02T11:15:00.000Z 100  5.400 //  261.0 //  282.9 //  56.9 //
2015-03-02T11:30:00.000Z 100  7.700 //  253.0 //  349.6 // 170.0 //
2015-03-02T11:45:00.000Z 100  8.200 //  247.0 //  332.0 // 166.0 //
2015-03-02T12:00:00.000Z 100  8.950 //  238.0 //  303.0 // 113.0 //
2015-03-02T12:15:00.000Z 100  9.500 //  237.0 //  284.1 //  89.0 //
2015-03-02T12:30:00.000Z 100  9.750 //  233.0 //  269.1 //  81.1 //
2015-03-02T12:45:00.000Z  70  9.700 //  237.5 //  268.9 //  86.2 //
2015-03-02T13:00:00.000Z  70 10.000 //  227.0 //  264.9 //  83.4 //
2015-03-02T13:15:00.000Z  70 10.000 //  232.0 //  264.2 //  83.2 //
2015-03-02T13:30:00.000Z  70 10.400 //  250.0 //  266.2 //  86.6 //
2015-03-02T13:45:00.000Z  70 10.300 //  235.0 //  264.5 //  84.1 //
