FECHA,Δh1,Mh1,Mv1,Delta_foF2_1,slope_foF2_1,foF2_max_SW1,foF2_min_SW1,foF2_drop_SW1,num_muestras_foF2_SW1,delta_inicio_SW1_min,delta_fin_SW1_min,extremos_validos_SW1,tiempo_real_SW1_min,Δh2,Mh2,Mv2,Delta_foF2_2,slope_foF2_2,foF2_max_SW2,foF2_min_SW2,foF2_drop_SW2,num_muestras_foF2_SW2,delta_inicio_SW2_min,delta_fin_SW2_min,extremos_validos_SW2,tiempo_real_SW2_min,Δh3,Mh3,Mv3,Delta_foF2_3,slope_foF2_3,foF2_max_SW3,foF2_min_SW3,foF2_drop_SW3,num_muestras_foF2_SW3,delta_inicio_SW3_min,delta_fin_SW3_min,extremos_validos_SW3,tiempo_real_SW3_min,F_DENSITY,Bz_mean_16_19,Bz_min_16_19,Bz_slope_16_19,E_mean_16_19,E_max_16_19,E_slope_16_19,SW_speed_mean_16_19,SW_speed_std_16_19,SW_speed_slope_16_19,Dst_mean_16_19,Dst_min_16_19,Pdyn_mean_16_19,Pdyn_max_16_19,BY_mean_16_19,Kp_last_6h_mean,Kp_last_6h_max,Kp_last_6h_sum,F10.7_Index,num_registros_16_19,num_registros_kp_13_18
2015-10-31,,,,,,,,,0,,,False,,,,,,,,,,0,,,False,,,429.1,,,,8.2,,,1,40.00000000000007,0.0,False,,8.2,1.6,1.6,,-0.17,-0.17,,339.0,,,-17.0,-17,1.77,1.77,6.3,,,,122.4,1,0
2015-11-01,12.800000000000011,382.3,0.2844444444444447,0.0999999999999996,0.0022222222222222,9.1,8.8,0.2999999999999989,4,0.0,4.999999999999929,True,45.0,2.0,384.3,0.0666666666666666,0.0999999999999996,0.0033333333333333,9.2,9.1,0.0999999999999996,3,4.999999999999929,-4.999999999999929,True,30.0,59.5,443.8,1.3222222222222222,-0.5999999999999996,-0.0133333333333333,9.2,8.6,0.5999999999999996,4,-4.999999999999929,0.0,True,45.0,8.988888888888887,1.325,0.3,-0.5900000000000001,-0.52,-0.26,0.142,327.0,4.546060565661952,2.4,-12.25,-16,2.7775,3.35,-1.85,15.0,23.0,90.0,122.4,4,6
2015-11-02,1.400000000000034,388.1,0.0311111111111118,-0.25,-0.0055555555555555,9.35,9.0,0.3499999999999996,4,0.0,4.999999999999929,True,45.0,-11.900000000000034,388.1,-0.3966666666666678,-0.1999999999999993,-0.0066666666666666,9.1,8.9,0.1999999999999993,3,4.999999999999929,-4.999999999999929,True,30.0,61.60000000000002,437.8,1.3688888888888897,-0.5,-0.0111111111111111,8.9,8.4,0.5,4,-4.999999999999929,0.0,True,45.0,8.927777777777779,1.35,0.2,-0.8,-0.5225,-0.16,0.225,316.25,9.358596760910972,5.5,2.25,-6,3.5575,5.62,-2.225,6.5,13.0,39.0,120.1,4,6
2015-11-03,4.100000000000023,363.5,0.0911111111111116,0.0500000000000007,0.0011111111111111,10.9,10.45,0.450000000000001,4,0.0,4.999999999999929,True,45.0,12.800000000000011,374.8,0.426666666666667,0.5999999999999996,0.0199999999999999,11.1,10.5,0.5999999999999996,3,4.999999999999929,-4.999999999999929,True,30.0,13.299999999999956,373.9,0.2955555555555545,-0.9000000000000004,-0.02,11.1,10.2,0.9000000000000004,3,-4.999999999999929,0.0,True,45.0,10.6875,0.65,-1.0,-1.3199999999999998,-0.12,0.91,0.798,687.75,10.21028892833107,0.7,-41.75,-45,2.5200000000000005,3.12,3.325,40.0,47.0,240.0,122.2,4,6
2015-11-04,6.599999999999966,372.1,0.1466666666666659,0.0499999999999989,0.001111111111111,10.35,10.05,0.2999999999999989,4,0.0,4.999999999999929,True,45.0,40.80000000000001,402.7,1.3600000000000003,0.3000000000000007,0.01,10.8,10.2,0.6000000000000014,3,4.999999999999929,-4.999999999999929,True,30.0,45.60000000000002,448.3,1.013333333333334,-1.1999999999999993,-0.0266666666666666,10.5,9.3,1.1999999999999993,4,-4.999999999999929,0.0,True,45.0,10.127777777777776,1.525,-0.4,-1.61,-1.1925,-0.06,0.961,577.75,13.720422734012244,-10.5,-28.25,-32,2.03,2.41,-3.575,21.5,23.0,129.0,112.0,4,6
2015-11-05,29.200000000000045,438.1,0.6488888888888898,-0.8999999999999986,-0.0199999999999999,11.7,10.65,1.049999999999999,4,0.0,4.999999999999929,True,45.0,-45.10000000000002,444.6,-1.503333333333334,-1.9000000000000004,-0.0633333333333333,10.8,8.9,1.9000000000000004,3,4.999999999999929,-4.999999999999929,True,30.0,51.89999999999998,455.4,1.1533333333333329,-0.7000000000000011,-0.0155555555555555,9.0,8.2,0.8000000000000007,4,-4.999999999999929,0.0,True,45.0,9.988888888888887,-1.625,-2.0,-0.0099999999999999,0.8975000000000001,1.12,-0.0089999999999999,535.5,12.36931687685298,-9.4,-34.75,-37,1.3125,1.47,0.5499999999999999,30.0,30.0,180.0,108.1,4,6
2015-11-06,2.099999999999966,403.2,0.0466666666666659,0.1000000000000014,0.0022222222222222,13.35,13.2,0.1500000000000003,4,0.0,4.999999999999929,True,45.0,0.5,404.3,0.0166666666666666,0.1999999999999993,0.0066666666666666,13.5,13.3,0.1999999999999993,3,4.999999999999929,-4.999999999999929,True,30.0,48.80000000000001,452.5,1.0844444444444448,-1.5,-0.0333333333333333,13.5,12.0,1.5,4,-4.999999999999929,0.0,True,45.0,13.127777777777778,4.225,-2.4,0.3699999999999999,-1.69,2.5,-0.2940000000000001,602.0,33.69470779415268,16.8,-21.0,-31,4.869999999999999,5.19,9.725,41.5,43.0,249.0,113.2,4,6
2015-11-07,-0.8000000000000114,392.5,-0.017777777777778,-0.3999999999999986,-0.0088888888888888,12.7,12.3,0.3999999999999986,4,0.0,4.999999999999929,True,45.0,18.30000000000001,407.8,0.6100000000000004,-0.4000000000000003,-0.0133333333333333,12.3,11.6,0.7000000000000011,3,4.999999999999929,-4.999999999999929,True,30.0,40.69999999999999,448.5,0.9044444444444442,-1.4000000000000004,-0.0311111111111111,11.9,10.5,1.4000000000000004,4,-4.999999999999929,0.0,True,45.0,11.855555555555554,7.525,5.6,1.15,-4.3525,-3.53,-0.523,490.5,5.196152422706632,-1.8,-39.5,-45,0.98,1.16,-10.85,21.5,33.0,129.0,112.9,4,6
2015-11-08,0.0999999999999659,395.8,0.0022222222222214,-0.0999999999999996,-0.0022222222222222,9.95,9.75,0.1999999999999993,4,0.0,4.999999999999929,True,45.0,4.900000000000034,396.6,0.1633333333333344,-0.4000000000000003,-0.0133333333333333,9.8,9.2,0.6000000000000014,3,4.999999999999929,-4.999999999999929,True,30.0,19.799999999999955,416.4,0.439999999999999,-0.7000000000000011,-0.0155555555555555,9.4,8.7,0.7000000000000011,4,-4.999999999999929,0.0,True,45.0,9.411111111111111,-1.975,-2.4,0.2099999999999999,1.215,1.49,-0.1279999999999999,516.0,16.391054470858997,-9.8,-48.25,-50,1.67,1.84,3.25,41.5,43.0,249.0,105.7,4,6
2015-11-09,3.0,408.2,0.0666666666666666,-0.25,-0.0055555555555555,10.95,10.7,0.25,4,0.0,4.999999999999929,True,45.0,5.899999999999977,411.5,0.1966666666666659,-0.6999999999999993,-0.0233333333333333,10.7,10.0,0.6999999999999993,3,4.999999999999929,-4.999999999999929,True,30.0,37.19999999999999,448.4,0.8266666666666664,-1.0,-0.0222222222222222,10.0,9.0,1.0,4,-4.999999999999929,0.0,True,45.0,10.122222222222222,1.5749999999999995,-3.6,-0.7499999999999999,-0.4750000000000001,2.51,0.3439999999999999,598.25,4.573474244670748,-1.5,-30.25,-36,3.0825,3.85,6.525,43.5,47.0,261.0,105.6,4,6
