Time_UTC,Time_Local_Peru,CS,foF2,hF,hmF2,B0
2015-11-01 00:00:00,2015-10-31 19:00:00,100,8.2,318.0,429.1,116.4
2015-11-01 00:15:00,2015-10-31 19:15:00,100,8.0,327.0,438.9,118.5
2015-11-01 00:30:00,2015-10-31 19:30:00,100,7.9,326.0,444.1,120.7
2015-11-01 00:45:00,2015-10-31 19:45:00,100,7.6,315.0,429.5,114.6
2015-11-01 01:00:00,2015-10-31 20:00:00,100,7.2,300.0,399.9,95.9
2015-11-01 01:15:00,2015-10-31 20:15:00,100,7.5,310.0,448.0,153.3
2015-11-01 01:30:00,2015-10-31 20:30:00,100,7.3,310.0,433.7,118.2
2015-11-01 01:45:00,2015-10-31 20:45:00,100,7.3,340.0,448.4,126.2
2015-11-01 02:00:00,2015-10-31 21:00:00,100,7.5,325.0,436.5,119.4
2015-11-01 02:15:00,2015-10-31 21:15:00,100,7.7,320.0,438.8,132.4
2015-11-01 02:30:00,2015-10-31 21:30:00,100,7.8,305.0,419.7,112.7
2015-11-01 02:45:00,2015-10-31 21:45:00,100,7.8,306.0,412.0,104.2
2015-11-01 03:00:00,2015-10-31 22:00:00,100,7.8,305.0,399.6,96.3
2015-11-01 03:15:00,2015-10-31 22:15:00,100,8.3,300.0,398.5,98.2
2015-11-01 03:30:00,2015-10-31 22:30:00,100,8.3,300.0,403.6,104.2
2015-11-01 03:45:00,2015-10-31 22:45:00,100,9.3,295.0,378.3,84.0
2015-11-01 04:00:00,2015-10-31 23:00:00,100,9.8,290.0,355.1,62.0
2015-11-01 04:15:00,2015-10-31 23:15:00,100,10.1,285.0,324.2,40.3
2015-11-01 04:30:00,2015-10-31 23:30:00,100,8.8,260.0,314.9,49.1
2015-11-01 04:45:00,2015-10-31 23:45:00,100,9.4,250.0,292.5,37.6
2015-11-01 05:00:00,2015-11-01 00:00:00,100,8.6,235.0,330.3,93.6
2015-11-01 05:15:00,2015-11-01 00:15:00,100,8.6,225.0,297.6,78.4
2015-11-01 05:30:00,2015-11-01 00:30:00,100,7.9,216.0,253.5,33.9
2015-11-01 05:45:00,2015-11-01 00:45:00,100,7.5,215.0,249.3,34.1
2015-11-01 06:00:00,2015-11-01 01:00:00,100,6.9,210.0,240.0,31.7
2015-11-01 06:15:00,2015-11-01 01:15:00,100,6.4,206.0,233.3,28.8
2015-11-01 06:30:00,2015-11-01 01:30:00,100,6.0,202.5,230.9,32.0
2015-11-01 06:45:00,2015-11-01 01:45:00,100,5.5,210.0,232.0,28.8
2015-11-01 07:15:00,2015-11-01 02:15:00,100,5.1,212.0,259.5,54.3
2015-11-01 08:15:00,2015-11-01 03:15:00,100,3.8,218.0,251.8,46.0
2015-11-01 08:30:00,2015-11-01 03:30:00,100,3.6,228.0,266.0,58.5
2015-11-01 08:45:00,2015-11-01 03:45:00,100,3.8,232.0,267.5,55.0
2015-11-01 09:00:00,2015-11-01 04:00:00,100,3.7,243.0,292.0,68.3
2015-11-01 09:45:00,2015-11-01 04:45:00,100,5.2,237.0,292.0,65.3
2015-11-01 10:00:00,2015-11-01 05:00:00,100,5.5,236.0,302.8,79.3
2015-11-01 10:15:00,2015-11-01 05:15:00,70,5.6,223.0,330.9,126.4
2015-11-01 10:30:00,2015-11-01 05:30:00,100,5.9,238.0,290.5,82.6
2015-11-01 10:45:00,2015-11-01 05:45:00,100,5.9,247.0,262.9,54.6
2015-11-01 11:00:00,2015-11-01 06:00:00,100,6.9,241.0,274.4,69.1
2015-11-01 11:15:00,2015-11-01 06:15:00,100,7.35,236.0,272.2,74.0
2015-11-01 11:30:00,2015-11-01 06:30:00,100,7.725,226.0,267.3,76.7
2015-11-01 11:45:00,2015-11-01 06:45:00,100,8.25,227.0,271.3,80.2
2015-11-01 12:00:00,2015-11-01 07:00:00,100,8.65,222.0,272.7,83.3
2015-11-01 13:00:00,2015-11-01 08:00:00,70,10.4,275.0,282.5,82.4
2015-11-01 13:30:00,2015-11-01 08:30:00,70,10.8,280.0,297.3,92.0
2015-11-01 13:45:00,2015-11-01 08:45:00,70,11.3,290.0,310.1,92.0
2015-11-01 14:00:00,2015-11-01 09:00:00,70,11.5,302.0,308.9,92.3
2015-11-01 14:15:00,2015-11-01 09:15:00,70,11.6,297.5,317.6,96.0
2015-11-01 14:30:00,2015-11-01 09:30:00,70,11.8,307.5,329.8,98.8
2015-11-01 14:45:00,2015-11-01 09:45:00,70,11.7,295.0,342.5,118.1
2015-11-01 15:00:00,2015-11-01 10:00:00,70,11.4,300.0,348.5,126.0
2015-11-01 15:15:00,2015-11-01 10:15:00,70,11.5,310.0,368.4,135.3
2015-11-01 15:30:00,2015-11-01 10:30:00,70,11.5,310.0,382.8,140.3
2015-11-01 15:45:00,2015-11-01 10:45:00,70,11.2,347.0,388.9,154.3
2015-11-01 16:15:00,2015-11-01 11:15:00,70,10.4,347.0,393.3,177.6
2015-11-01 16:30:00,2015-11-01 11:30:00,70,9.9,340.0,388.5,186.2
2015-11-01 17:00:00,2015-11-01 12:00:00,70,9.5,337.0,385.4,185.6
2015-11-01 17:15:00,2015-11-01 12:15:00,70,9.4,355.0,378.5,184.8
2015-11-01 17:30:00,2015-11-01 12:30:00,70,9.3,370.0,362.1,161.3
2015-11-01 18:00:00,2015-11-01 13:00:00,70,9.3,345.0,349.7,151.5
2015-11-01 18:30:00,2015-11-01 13:30:00,70,9.5,346.0,359.2,168.9
2015-11-01 18:45:00,2015-11-01 13:45:00,70,9.7,340.0,368.7,176.5
2015-11-01 19:00:00,2015-11-01 14:00:00,70,9.9,322.0,375.8,177.3
2015-11-01 19:15:00,2015-11-01 14:15:00,70,9.7,317.0,354.2,155.5
2015-11-01 19:30:00,2015-11-01 14:30:00,70,9.7,320.0,362.1,157.3
2015-11-01 19:45:00,2015-11-01 14:45:00,70,9.4,305.0,353.6,160.8
2015-11-01 20:00:00,2015-11-01 15:00:00,70,9.5,308.0,375.7,175.9
2015-11-01 20:15:00,2015-11-01 15:15:00,70,9.4,309.0,376.7,178.5
2015-11-01 20:30:00,2015-11-01 15:30:00,70,9.3,330.0,374.6,186.1
2015-11-01 21:00:00,2015-11-01 16:00:00,70,9.1,303.0,368.5,182.3
2015-11-01 21:15:00,2015-11-01 16:15:00,100,9.0,230.0,368.0,180.3
2015-11-01 21:30:00,2015-11-01 16:30:00,70,8.9,262.0,365.3,172.5
2015-11-01 21:45:00,2015-11-01 16:45:00,100,9.0,228.0,374.2,171.3
2015-11-01 22:00:00,2015-11-01 17:00:00,100,9.0,240.0,369.5,166.7
2015-11-01 22:15:00,2015-11-01 17:15:00,70,9.0,248.0,366.4,159.0
2015-11-01 22:30:00,2015-11-01 17:30:00,100,8.8,237.0,352.4,142.5
2015-11-01 22:45:00,2015-11-01 17:45:00,100,9.1,248.0,382.3,171.8
