Time_UTC,Time_Local_Peru,CS,foF2,hF,hmF2,B0
2015-01-06 22:45:00,2015-01-06 17:45:00,70,12.1,250.0,378.8,112.7
2015-01-06 22:50:00,2015-01-06 17:50:00,70,12.1,250.0,382.8,116.3
2015-01-06 22:55:00,2015-01-06 17:55:00,70,12.2,255.0,383.0,115.4
2015-01-06 23:15:00,2015-01-06 18:15:00,70,12.0,261.0,398.0,123.2
2015-01-06 23:20:00,2015-01-06 18:20:00,70,11.8,272.0,399.5,123.3
2015-01-06 23:25:00,2015-01-06 18:25:00,70,11.8,265.0,397.7,120.4
2015-01-06 23:30:00,2015-01-06 18:30:00,70,11.6,270.0,406.8,124.5
2015-01-06 23:35:00,2015-01-06 18:35:00,70,12.0,277.0,427.0,138.0
2015-01-06 23:40:00,2015-01-06 18:40:00,70,11.8,275.0,421.5,130.3
2015-01-06 23:55:00,2015-01-06 18:55:00,70,11.2,285.0,423.8,129.1
2015-01-07 00:00:00,2015-01-06 19:00:00,100,11.5,290.0,431.5,132.2
2015-01-07 00:05:00,2015-01-06 19:05:00,100,11.0,295.0,430.9,128.1
2015-01-07 00:10:00,2015-01-06 19:10:00,100,10.9,303.0,437.5,126.1
2015-01-07 00:15:00,2015-01-06 19:15:00,100,10.9,330.0,449.1,122.4
2015-01-07 00:20:00,2015-01-06 19:20:00,100,10.7,340.0,452.8,118.6
2015-01-07 00:25:00,2015-01-06 19:25:00,100,10.6,330.0,464.5,120.9
2015-01-07 00:30:00,2015-01-06 19:30:00,100,10.6,345.0,477.0,122.3
2015-01-07 00:35:00,2015-01-06 19:35:00,100,10.4,357.0,478.5,114.0
2015-01-07 00:40:00,2015-01-06 19:40:00,100,10.3,372.0,487.0,115.3
2015-01-07 00:45:00,2015-01-06 19:45:00,100,10.3,372.0,503.5,121.7
2015-01-07 00:50:00,2015-01-06 19:50:00,100,10.2,385.0,510.3,119.8
2015-01-07 00:55:00,2015-01-06 19:55:00,100,10.1,401.0,522.9,123.1
2015-01-07 01:00:00,2015-01-06 20:00:00,100,10.1,405.0,534.0,123.0
2015-01-07 01:05:00,2015-01-06 20:05:00,100,9.0,430.0,520.1,109.8
2015-01-07 01:10:00,2015-01-06 20:10:00,100,8.6,430.0,549.1,131.6
2015-01-07 01:15:00,2015-01-06 20:15:00,100,7.2,460.0,511.5,93.4
2015-01-07 01:20:00,2015-01-06 20:20:00,100,7.6,472.0,531.0,98.5
2015-01-07 01:25:00,2015-01-06 20:25:00,100,9.4,516.0,553.9,104.8
2015-01-07 01:30:00,2015-01-06 20:30:00,100,8.6,446.0,512.2,114.4
2015-01-07 01:35:00,2015-01-06 20:35:00,100,9.3,425.0,469.1,87.2
2015-01-07 01:40:00,2015-01-06 20:40:00,100,9.2,432.0,494.2,110.1
2015-01-07 01:45:00,2015-01-06 20:45:00,100,9.2,387.0,506.4,141.1
2015-01-07 01:50:00,2015-01-06 20:50:00,100,9.1,500.0,501.0,126.7
2015-01-07 01:55:00,2015-01-06 20:55:00,100,9.0,365.0,485.7,142.8
2015-01-07 02:00:00,2015-01-06 21:00:00,100,8.9,366.0,483.2,123.1
2015-01-07 02:05:00,2015-01-06 21:05:00,100,8.9,510.0,486.8,126.5
2015-01-07 02:10:00,2015-01-06 21:10:00,100,8.8,455.0,482.1,106.9
2015-01-07 02:15:00,2015-01-06 21:15:00,100,8.9,372.5,453.9,88.7
2015-01-07 02:20:00,2015-01-06 21:20:00,100,8.6,455.0,426.4,86.3
2015-01-07 02:25:00,2015-01-06 21:25:00,100,8.0,420.0,461.7,99.2
2015-01-07 02:30:00,2015-01-06 21:30:00,100,8.4,422.0,483.4,114.8
2015-01-07 02:35:00,2015-01-06 21:35:00,100,8.4,387.5,455.0,114.0
2015-01-07 02:40:00,2015-01-06 21:40:00,100,8.4,416.0,464.4,115.8
2015-01-07 02:45:00,2015-01-06 21:45:00,100,8.2,416.0,437.4,97.5
2015-01-07 02:50:00,2015-01-06 21:50:00,100,8.3,422.0,443.8,105.5
2015-01-07 02:55:00,2015-01-06 21:55:00,100,8.2,415.0,449.5,113.7
2015-01-07 03:00:00,2015-01-06 22:00:00,100,8.2,401.0,436.7,109.2
2015-01-07 03:05:00,2015-01-06 22:05:00,100,7.4,332.0,389.0,67.3
2015-01-07 03:10:00,2015-01-06 22:10:00,100,8.0,425.0,434.2,70.4
2015-01-07 03:15:00,2015-01-06 22:15:00,100,7.5,326.0,424.9,79.4
2015-01-07 03:20:00,2015-01-06 22:20:00,100,7.8,415.0,458.5,104.7
2015-01-07 03:25:00,2015-01-06 22:25:00,100,7.2,340.0,434.6,103.6
2015-01-07 03:30:00,2015-01-06 22:30:00,100,7.1,366.0,426.7,75.8
2015-01-07 03:35:00,2015-01-06 22:35:00,100,7.7,425.0,408.3,68.6
2015-01-07 03:40:00,2015-01-06 22:40:00,100,7.2,390.0,407.0,67.4
2015-01-07 03:45:00,2015-01-06 22:45:00,100,6.7,386.0,425.3,78.5
2015-01-07 03:50:00,2015-01-06 22:50:00,100,6.7,402.0,448.7,75.3
2015-01-07 03:55:00,2015-01-06 22:55:00,100,7.0,397.0,435.5,69.0
2015-01-07 04:00:00,2015-01-06 23:00:00,100,7.1,391.0,421.6,68.7
2015-01-07 04:05:00,2015-01-06 23:05:00,100,6.3,391.0,408.4,75.2
2015-01-07 04:10:00,2015-01-06 23:10:00,100,5.7,387.0,404.9,61.2
2015-01-07 04:15:00,2015-01-06 23:15:00,100,7.1,385.0,405.6,63.5
2015-01-07 04:20:00,2015-01-06 23:20:00,100,6.9,427.0,424.2,54.5
2015-01-07 04:25:00,2015-01-06 23:25:00,100,6.8,417.0,431.9,67.3
2015-01-07 04:30:00,2015-01-06 23:30:00,100,6.7,410.0,411.0,94.2
2015-01-07 04:35:00,2015-01-06 23:35:00,100,6.6,367.0,391.5,46.3
2015-01-07 04:40:00,2015-01-06 23:40:00,100,6.5,375.0,397.2,60.5
2015-01-07 04:45:00,2015-01-06 23:45:00,100,6.4,366.0,377.7,62.8
2015-01-07 04:50:00,2015-01-06 23:50:00,100,6.3,386.0,369.4,73.3
2015-01-07 04:55:00,2015-01-06 23:55:00,100,5.6,363.0,389.0,55.0
2015-01-07 05:00:00,2015-01-07 00:00:00,100,5.4,357.5,378.3,63.5
2015-01-07 05:05:00,2015-01-07 00:05:00,100,5.4,352.5,395.8,78.6
2015-01-07 05:10:00,2015-01-07 00:10:00,100,5.6,367.0,378.7,40.4
2015-01-07 05:15:00,2015-01-07 00:15:00,100,5.7,376.0,392.6,55.4
2015-01-07 05:20:00,2015-01-07 00:20:00,100,5.5,377.0,399.1,76.6
2015-01-07 05:25:00,2015-01-07 00:25:00,100,5.4,351.0,375.4,64.2
2015-01-07 05:30:00,2015-01-07 00:30:00,100,5.7,378.0,366.7,73.7
2015-01-07 05:35:00,2015-01-07 00:35:00,100,5.4,390.0,372.3,76.0
2015-01-07 05:40:00,2015-01-07 00:40:00,100,5.3,386.0,365.6,71.9
2015-01-07 05:45:00,2015-01-07 00:45:00,100,5.1,322.0,352.7,52.3
2015-01-07 05:50:00,2015-01-07 00:50:00,100,5.1,328.0,340.0,54.4
2015-01-07 05:55:00,2015-01-07 00:55:00,100,4.8,319.0,373.5,93.2
2015-01-07 06:00:00,2015-01-07 01:00:00,100,5.2,310.0,369.7,94.6
2015-01-07 06:05:00,2015-01-07 01:05:00,100,4.8,308.0,318.2,37.0
2015-01-07 06:10:00,2015-01-07 01:10:00,100,4.6,301.0,308.8,31.9
2015-01-07 06:15:00,2015-01-07 01:15:00,100,4.5,301.0,321.9,42.4
2015-01-07 06:20:00,2015-01-07 01:20:00,100,4.8,290.0,355.8,85.4
2015-01-07 06:25:00,2015-01-07 01:25:00,100,4.3,286.0,303.5,37.8
2015-01-07 06:35:00,2015-01-07 01:35:00,100,4.3,272.5,323.2,68.0
2015-01-07 06:55:00,2015-01-07 01:55:00,100,3.7,275.0,326.7,84.2
2015-01-07 07:10:00,2015-01-07 02:10:00,100,3.6,260.0,277.3,31.2
2015-01-07 07:25:00,2015-01-07 02:25:00,100,3.4,256.0,304.9,75.0
2015-01-07 08:20:00,2015-01-07 03:20:00,100,2.9,186.0,182.8,8.5
2015-01-07 10:30:00,2015-01-07 05:30:00,70,3.4,278.0,300.9,75.7
2015-01-07 10:35:00,2015-01-07 05:35:00,70,3.6,255.0,260.8,53.3
2015-01-07 10:40:00,2015-01-07 05:40:00,70,4.1,232.0,278.0,79.8
2015-01-07 10:45:00,2015-01-07 05:45:00,70,4.5,225.0,258.4,69.0
2015-01-07 10:50:00,2015-01-07 05:50:00,70,4.7,211.0,235.6,52.6
2015-01-07 10:55:00,2015-01-07 05:55:00,70,5.4,210.0,238.2,57.7
2015-01-07 11:00:00,2015-01-07 06:00:00,100,5.7,211.0,252.0,66.3
2015-01-07 11:05:00,2015-01-07 06:05:00,70,5.8,218.0,246.4,63.0
2015-01-07 11:10:00,2015-01-07 06:10:00,70,6.5,223.0,298.9,125.0
2015-01-07 11:15:00,2015-01-07 06:15:00,70,6.8,222.0,288.3,108.6
2015-01-07 11:20:00,2015-01-07 06:20:00,70,7.0,228.0,266.9,84.2
2015-01-07 11:25:00,2015-01-07 06:25:00,100,7.35,222.0,244.6,61.1
2015-01-07 11:30:00,2015-01-07 06:30:00,100,7.6,223.0,255.9,70.1
2015-01-07 11:35:00,2015-01-07 06:35:00,100,7.825,217.0,224.1,47.8
2015-01-07 11:40:00,2015-01-07 06:40:00,100,7.9,212.0,236.1,51.4
2015-01-07 11:45:00,2015-01-07 06:45:00,100,8.4,212.0,233.1,63.4
2015-01-07 11:50:00,2015-01-07 06:50:00,100,8.75,218.0,257.1,90.8
2015-01-07 11:55:00,2015-01-07 06:55:00,70,8.6,213.0,255.8,108.7
