Time_UTC,Time_Local_Peru,FECHA,YEAR,DOY,Hour,BY_GSE_nT,BZ_GSE_nT,SW_Plasma_Speed_kms,Flow_Pressure_nPa,E_Electric_Field_mVm,Kp_Index,Dst_Index_nT,F10.7_Index
2013-09-01 00:00:00,2013-08-31 19:00:00,2013-08-31,2013,244,0,3.6,-1.2,433.0,1.52,0.87,33,-18,105.6
2013-09-01 01:00:00,2013-08-31 20:00:00,2013-08-31,2013,244,1,3.8,-0.7,434.0,1.66,0.69,33,-17,105.6
2013-09-01 02:00:00,2013-08-31 21:00:00,2013-08-31,2013,244,2,4.0,-0.6,436.0,1.56,0.74,33,-15,105.6
2013-09-01 03:00:00,2013-08-31 22:00:00,2013-08-31,2013,244,3,4.5,0.6,458.0,1.82,0.41,20,-15,105.6
2013-09-01 04:00:00,2013-08-31 23:00:00,2013-08-31,2013,244,4,1.7,-1.1,432.0,1.82,0.69,20,-14,105.6
2013-09-01 05:00:00,2013-09-01 00:00:00,2013-09-01,2013,244,5,2.8,0.0,453.0,1.86,0.5,20,-15,105.6
2013-09-01 06:00:00,2013-09-01 01:00:00,2013-09-01,2013,244,6,1.2,-1.8,462.0,1.82,0.97,23,-15,105.6
2013-09-01 07:00:00,2013-09-01 02:00:00,2013-09-01,2013,244,7,0.3,-0.7,507.0,1.4,0.41,23,-18,105.6
2013-09-01 08:00:00,2013-09-01 03:00:00,2013-09-01,2013,244,8,1.4,0.4,529.0,1.69,0.21,23,-13,105.6
2013-09-01 09:00:00,2013-09-01 04:00:00,2013-09-01,2013,244,9,3.0,1.9,545.0,1.58,-0.05,13,-8,105.6
2013-09-01 10:00:00,2013-09-01 05:00:00,2013-09-01,2013,244,10,1.4,1.8,541.0,1.09,-0.43,13,-8,105.6
2013-09-01 11:00:00,2013-09-01 06:00:00,2013-09-01,2013,244,11,2.5,1.0,552.0,1.24,0.28,13,-9,105.6
2013-09-01 12:00:00,2013-09-01 07:00:00,2013-09-01,2013,244,12,2.3,-0.7,524.0,0.73,0.94,27,-12,105.6
2013-09-01 13:00:00,2013-09-01 08:00:00,2013-09-01,2013,244,13,2.6,-1.4,527.0,0.78,1.32,27,-18,105.6
2013-09-01 14:00:00,2013-09-01 09:00:00,2013-09-01,2013,244,14,2.7,-0.9,538.0,0.88,1.13,27,-23,105.6
2013-09-01 15:00:00,2013-09-01 10:00:00,2013-09-01,2013,244,15,0.1,-2.2,528.0,0.63,1.06,20,-25,105.6
2013-09-01 16:00:00,2013-09-01 11:00:00,2013-09-01,2013,244,16,0.2,-2.7,527.0,0.68,1.37,20,-22,105.6
2013-09-01 17:00:00,2013-09-01 12:00:00,2013-09-01,2013,244,17,0.8,-2.8,508.0,0.58,1.47,20,-22,105.6
2013-09-01 18:00:00,2013-09-01 13:00:00,2013-09-01,2013,244,18,1.5,-3.2,511.0,0.59,1.79,23,-24,105.6
2013-09-01 19:00:00,2013-09-01 14:00:00,2013-09-01,2013,244,19,1.4,-3.3,503.0,0.57,1.81,23,-26,105.6
2013-09-01 20:00:00,2013-09-01 15:00:00,2013-09-01,2013,244,20,1.8,-1.9,484.0,0.48,1.11,23,-30,105.6
2013-09-01 21:00:00,2013-09-01 16:00:00,2013-09-01,2013,244,21,2.1,-1.6,480.0,0.43,0.96,23,-31,105.6
2013-09-01 22:00:00,2013-09-01 17:00:00,2013-09-01,2013,244,22,2.5,-1.1,482.0,0.5,0.77,23,-29,105.6
2013-09-01 23:00:00,2013-09-01 18:00:00,2013-09-01,2013,244,23,2.2,-1.0,471.0,0.48,0.71,23,-26,105.6
2013-09-02 00:00:00,2013-09-01 19:00:00,2013-09-01,2013,245,0,1.7,0.0,452.0,0.53,0.18,13,-24,107.5
