Time_UTC,Time_Local_Peru,CS,foF2,hF,hmF2,B0
2013-09-01 00:00:00,2013-08-31 19:00:00,100,8.2,299.0,406.2,114.3
2013-09-01 00:15:00,2013-08-31 19:15:00,100,8.0,313.0,415.3,111.5
2013-09-01 00:30:00,2013-08-31 19:30:00,100,7.7,319.0,416.1,106.3
2013-09-01 00:45:00,2013-08-31 19:45:00,100,5.5,320.0,346.0,46.4
2013-09-01 01:00:00,2013-08-31 20:00:00,100,4.7,322.5,334.9,44.9
2013-09-01 01:15:00,2013-08-31 20:15:00,100,4.5,323.0,331.5,39.8
2013-09-01 01:30:00,2013-08-31 20:30:00,100,6.9,330.0,411.0,93.4
2013-09-01 01:45:00,2013-08-31 20:45:00,100,6.6,322.5,381.9,75.1
2013-09-01 02:00:00,2013-08-31 21:00:00,100,6.9,306.0,379.6,89.0
2013-09-01 02:15:00,2013-08-31 21:15:00,100,7.1,282.0,380.8,99.1
2013-09-01 02:30:00,2013-08-31 21:30:00,100,7.2,260.0,350.7,86.8
2013-09-01 02:45:00,2013-08-31 21:45:00,100,7.2,242.0,333.6,87.9
2013-09-01 03:00:00,2013-08-31 22:00:00,100,7.1,229.0,317.2,86.9
2013-09-01 03:15:00,2013-08-31 22:15:00,100,7.3,227.0,315.1,88.6
2013-09-01 03:30:00,2013-08-31 22:30:00,100,7.5,215.0,301.1,81.8
2013-09-01 03:45:00,2013-08-31 22:45:00,100,7.8,213.0,303.2,85.5
2013-09-01 04:00:00,2013-08-31 23:00:00,100,8.0,209.0,281.3,72.2
2013-09-01 04:15:00,2013-08-31 23:15:00,100,7.9,203.0,264.8,61.5
2013-09-01 04:30:00,2013-08-31 23:30:00,100,7.3,200.0,238.7,40.2
2013-09-01 04:45:00,2013-08-31 23:45:00,100,7.6,198.0,278.6,80.1
2013-09-01 05:00:00,2013-09-01 00:00:00,100,6.8,198.0,265.8,66.7
2013-09-01 05:15:00,2013-09-01 00:15:00,100,6.0,200.0,254.5,58.5
2013-09-01 05:30:00,2013-09-01 00:30:00,100,5.8,210.0,257.5,49.5
2013-09-01 05:45:00,2013-09-01 00:45:00,100,5.8,210.0,266.5,59.7
2013-09-01 06:00:00,2013-09-01 01:00:00,100,5.5,212.0,244.6,39.1
2013-09-01 06:15:00,2013-09-01 01:15:00,100,5.7,220.0,267.7,55.0
2013-09-01 06:30:00,2013-09-01 01:30:00,100,5.2,207.5,257.3,55.0
2013-09-01 06:45:00,2013-09-01 01:45:00,100,4.9,210.0,278.8,73.4
2013-09-01 07:00:00,2013-09-01 02:00:00,100,4.8,213.0,261.0,55.3
2013-09-01 07:15:00,2013-09-01 02:15:00,100,4.7,230.0,294.2,81.1
2013-09-01 07:30:00,2013-09-01 02:30:00,100,4.6,240.0,277.9,53.2
2013-09-01 07:45:00,2013-09-01 02:45:00,100,4.4,225.0,259.5,46.0
2013-09-01 08:00:00,2013-09-01 03:00:00,100,4.4,221.0,293.7,85.9
2013-09-01 08:15:00,2013-09-01 03:15:00,100,4.7,223.0,326.0,104.4
2013-09-01 08:30:00,2013-09-01 03:30:00,100,4.0,226.0,244.8,31.2
2013-09-01 08:45:00,2013-09-01 03:45:00,100,3.9,217.5,241.2,33.1
2013-09-01 09:00:00,2013-09-01 04:00:00,100,4.3,222.5,258.9,45.0
2013-09-01 09:15:00,2013-09-01 04:15:00,100,4.1,242.5,271.0,43.6
2013-09-01 09:30:00,2013-09-01 04:30:00,100,4.2,232.5,311.5,86.8
2013-09-01 09:45:00,2013-09-01 04:45:00,100,3.9,240.0,314.6,90.2
2013-09-01 10:00:00,2013-09-01 05:00:00,100,3.9,237.5,291.0,64.4
2013-09-01 10:15:00,2013-09-01 05:15:00,100,3.6,245.0,277.3,49.9
2013-09-01 10:30:00,2013-09-01 05:30:00,100,3.9,245.0,329.1,105.4
2013-09-01 10:45:00,2013-09-01 05:45:00,100,3.6,255.0,293.0,69.5
2013-09-01 11:00:00,2013-09-01 06:00:00,70,4.1,265.0,304.0,86.0
2013-09-01 11:15:00,2013-09-01 06:15:00,100,4.7,250.0,280.8,79.8
2013-09-01 11:30:00,2013-09-01 06:30:00,70,5.6,240.0,273.1,84.0
2013-09-01 11:45:00,2013-09-01 06:45:00,100,5.75,227.0,235.5,52.7
2013-09-01 12:00:00,2013-09-01 07:00:00,100,7.25,222.0,255.9,77.0
2013-09-01 12:15:00,2013-09-01 07:15:00,70,7.9,223.0,273.7,83.2
2013-09-01 12:30:00,2013-09-01 07:30:00,100,8.55,215.0,275.7,93.8
2013-09-01 12:45:00,2013-09-01 07:45:00,100,8.9,212.0,278.3,90.3
2013-09-01 13:00:00,2013-09-01 08:00:00,100,9.15,208.0,288.4,98.9
2013-09-01 13:15:00,2013-09-01 08:15:00,70,9.3,228.0,307.5,108.0
2013-09-01 13:30:00,2013-09-01 08:30:00,100,9.75,205.0,339.0,157.7
2013-09-01 13:45:00,2013-09-01 08:45:00,70,9.4,278.0,317.5,121.6
2013-09-01 14:00:00,2013-09-01 09:00:00,70,9.1,302.0,308.8,116.4
2013-09-01 14:15:00,2013-09-01 09:15:00,70,9.5,276.0,332.9,150.7
2013-09-01 14:30:00,2013-09-01 09:30:00,70,9.4,298.0,334.1,173.7
2013-09-01 14:45:00,2013-09-01 09:45:00,70,9.5,278.0,322.9,155.7
2013-09-01 15:15:00,2013-09-01 10:15:00,70,10.0,303.0,339.2,176.9
2013-09-01 15:45:00,2013-09-01 10:45:00,70,9.7,317.5,312.6,129.1
2013-09-01 16:00:00,2013-09-01 11:00:00,70,9.9,311.0,309.7,112.8
2013-09-01 16:15:00,2013-09-01 11:15:00,70,10.3,302.0,342.5,151.1
2013-09-01 16:30:00,2013-09-01 11:30:00,70,10.0,323.0,317.6,114.2
2013-09-01 16:45:00,2013-09-01 11:45:00,70,10.0,317.0,329.1,111.2
2013-09-01 17:30:00,2013-09-01 12:30:00,70,10.3,313.0,354.4,137.4
2013-09-01 17:45:00,2013-09-01 12:45:00,70,10.4,340.0,371.5,167.8
2013-09-01 18:15:00,2013-09-01 13:15:00,70,10.2,325.0,378.4,175.4
2013-09-01 18:30:00,2013-09-01 13:30:00,70,9.9,328.0,359.6,155.2
2013-09-01 18:45:00,2013-09-01 13:45:00,70,9.9,335.0,372.0,171.6
2013-09-01 19:00:00,2013-09-01 14:00:00,70,9.4,337.0,346.8,148.3
2013-09-01 19:30:00,2013-09-01 14:30:00,70,9.0,333.0,352.1,150.2
2013-09-01 19:45:00,2013-09-01 14:45:00,70,9.2,355.0,381.5,178.2
2013-09-01 20:15:00,2013-09-01 15:15:00,70,8.7,225.0,361.1,163.6
2013-09-01 20:30:00,2013-09-01 15:30:00,70,8.5,282.0,348.3,149.6
2013-09-01 20:45:00,2013-09-01 15:45:00,70,8.7,313.0,373.8,193.4
2013-09-01 22:30:00,2013-09-01 17:30:00,70,8.8,242.0,345.0,146.3
2013-09-01 22:45:00,2013-09-01 17:45:00,70,7.2,240.0,287.9,82.8
2013-09-01 23:00:00,2013-09-01 18:00:00,70,8.8,255.0,366.7,146.6
2013-09-01 23:15:00,2013-09-01 18:15:00,70,8.6,257.5,369.2,135.4
2013-09-01 23:30:00,2013-09-01 18:30:00,100,8.3,273.0,381.7,121.2
2013-09-01 23:45:00,2013-09-01 18:45:00,100,8.2,289.0,396.4,111.1
2013-09-02 00:00:00,2013-09-01 19:00:00,100,8.0,315.0,411.2,111.9
2013-09-02 00:15:00,2013-09-01 19:15:00,100,7.8,329.0,429.7,113.7
2013-09-02 00:30:00,2013-09-01 19:30:00,100,7.4,346.0,425.1,98.1
2013-09-02 00:45:00,2013-09-01 19:45:00,100,7.2,356.0,431.1,95.1
